ID	AC	DE	GA	TP	ML	CL	NE	AC_version
Pox_P21	PF05313	Poxvirus P21 membrane protein	27; 27;	Family	189			PF05313.17
Pox_P35	PF03213	Poxvirus P35 protein	22.3; 22.3;	Family	323	CL0110		PF03213.20
Pox_P4A	PF03395	Poxvirus P4A protein	25; 25;	Family	882			PF03395.19
Pox_P4B	PF03292	Poxvirus P4B major core protein	25; 25;	Family	657			PF03292.19
Pox_polyA_pol	PF03296	Poxvirus poly(A) polymerase nucleotidyltransferase domain	22.6; 22.6;	Domain	148	CL0260		PF03296.19
Pox_polyA_pol_C	PF12629	Poxvirus poly(A) polymerase C-terminal domain	27; 27;	Domain	200			PF12629.12
Pox_polyA_pol_N	PF12630	Poxvirus poly(A) polymerase N-terminal domain	27; 27;	Domain	108			PF12630.12
Pox_Rap94	PF03294	RNA polymerase-associated transcription specificity factor, Rap94	25; 25;	Family	796			PF03294.19
Pox_Rif	PF03340	Poxvirus rifampicin resistance protein	26.3; 26.3;	Family	542	CL0055		PF03340.19
Pox_RNA_pol	PF03293	Poxvirus DNA-directed RNA polymerase, 18 kD subunit	25; 25;	Family	160			PF03293.19
Pox_RNA_Pol_19	PF05320	Poxvirus DNA-directed RNA polymerase 19 kDa subunit	25.4; 25.4;	Family	166			PF05320.17
Pox_RNA_Pol_22	PF05273	Poxvirus RNA polymerase 22 kDa subunit	25; 25;	Family	184			PF05273.18
Pox_RNA_pol_35	PF03396	Poxvirus DNA-directed RNA polymerase, 35 kD subunit	25; 25;	Family	293			PF03396.20
Pox_ser-thr_kin	PF05445	Poxvirus serine/threonine protein kinase	19.7; 19.7;	Family	434	CL0016		PF05445.17
Pox_T4_C	PF04490	Poxvirus T4 protein, C terminus	25; 25;	Family	146	CL0653		PF04490.17
Pox_T4_N	PF04491	Poxvirus T4 protein, N terminus	25; 25;	Family	46	CL0653		PF04491.17
Pox_TAA1	PF03295	Poxvirus trans-activator protein A1 C-terminal	27; 27;	Family	63			PF03295.19
Pox_TAP	PF03355	Viral Trans-Activator Protein 	25; 25;	Family	260			PF03355.19
Pox_VERT_large	PF04441	Poxvirus early transcription factor (VETF), large subunit 	25; 25;	Family	697			PF04441.18
Pox_vIL-18BP	PF05566	Orthopoxvirus interleukin 18 binding protein	22; 22;	Family	126	CL0159		PF05566.18
Pox_VLTF3	PF04947	Poxvirus Late Transcription Factor VLTF3 like 	25; 25;	Family	168			PF04947.19
Pox_VP8_L4R	PF04498	Poxvirus nucleic acid binding protein VP8/L4R	25; 25;	Family	217			PF04498.17
PP-binding	PF00550	Phosphopantetheine attachment site	20.8; 20.8;	Domain	67	CL0314		PF00550.31
PP-binding_2	PF14573	Acyl-carrier	32; 32;	Domain	96	CL0314		PF14573.12
PP1	PF07430	Phloem filament protein PP1 cystatin-like domain	20.4; 20.4;	Domain	78	CL0320		PF07430.17
PP1c_bdg	PF10488	Phosphatase-1 catalytic subunit binding region	26.1; 26.1;	Domain	230			PF10488.14
PP1_bind	PF15276	Protein phosphatase 1 binding	27; 27;	Family	62			PF15276.11
PP1_inhibitor	PF05361	PKC-activated protein phosphatase-1 inhibitor	22.4; 22.4;	Family	141			PF05361.17
PP2	PF14299	Phloem protein 2	25; 25;	Family	148	CL0004		PF14299.13
PP28	PF10252	Casein kinase substrate phosphoprotein PP28	25; 25;	Domain	82			PF10252.14
PP2C	PF00481	Protein phosphatase 2C	20.3; 20.3;	Family	255	CL0238		PF00481.26
PP2C_2	PF13672	Protein phosphatase 2C	24; 24;	Family	209	CL0238		PF13672.11
PP2C_C	PF07830	Protein serine/threonine phosphatase 2C, C-terminal domain	28.5; 28.5;	Domain	80			PF07830.18
PP4R3	PF04802	Phosphatase 4 regulatory subunit 3	27; 27;	Repeat	497	CL0020		PF04802.21
PPAK	PF02818	PPAK motif	21; 21;	Motif	27			PF02818.20
PPARgamma_N	PF12577	PPAR gamma N-terminal region	25; 25;	Family	78			PF12577.13
PPC	PF04151	Bacterial pre-peptidase C-terminal domain	25.9; 25.9;	Domain	70	CL0202		PF04151.21
PPDFL	PF15060	Differentiation and proliferation regulator	27; 27;	Family	110			PF15060.11
PPDK_N	PF01326	Pyruvate phosphate dikinase, AMP/ATP-binding domain	27; 27;	Family	328	CL0179		PF01326.24
PPE	PF00823	PPE family	26; 26;	Family	165	CL0352		PF00823.25
PPE-PPW	PF18878	PPE-PPW subfamily C-terminal region	27; 27;	Family	48			PF18878.5
PPE-SVP	PF12484	PPE-SVP subfamily C-terminal region	23; 23;	Family	80			PF12484.13
PPI	PF22386	Protease propeptides/inhibitors	27; 27;	Domain	63	CL0570		PF22386.1
PPIase_AIP	PF23322	AH receptor-interacting protein, N-terminal FKBP-type PPIase	27; 27;	Domain	155	CL0487		PF23322.1
PPIP5K2_N	PF18086	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain	35; 35;	Domain	90	CL0063		PF18086.7
pPIWI_RE_REase	PF18154	REase associating with pPIWI_RE	26.1; 26.1;	Domain	117			PF18154.6
pPIWI_RE_X	PF13111	pPIWI_RE module N-terminal domain	30.5; 30.5;	Domain	396			PF13111.11
pPIWI_RE_Y	PF18156	pPIWI_RE three-gene island domain Y	26.7; 26.7;	Domain	144			PF18156.6
pPIWI_RE_Z	PF18155	pPIWI RE three-gene island domain Z	25; 25;	Domain	167			PF18155.6
PPI_Ypi1	PF07491	Protein phosphatase inhibitor  	27; 27;	Family	57			PF07491.16
PPK2	PF03976	Polyphosphate kinase 2 (PPK2)	22.3; 22.3;	Domain	229	CL0023		PF03976.20
PPL4	PF18188	Prim-pol 4	25; 25;	Family	159	CL0243		PF18188.7
PPL5	PF18168	Prim-pol family 5	26.2; 26.2;	Family	356			PF18168.6
PpnN_C	PF11892	Pyrimidine/purine nucleotide monophosphate nucleosidase, C-terminal	25; 25;	Family	121	CL0349		PF11892.13
Ppnp	PF06865	Pyrimidine/purine nucleoside phosphorylase	25; 25;	Domain	92	CL0029		PF06865.17
PPO1_DWL	PF12142	Polyphenol oxidase middle domain	20.8; 20.8;	Domain	52			PF12142.13
PPO1_KFDV	PF12143	Chloroplastic Polyphenol Oxidase C-terminal domain	26; 26;	Domain	130	CL0890		PF12143.14
PpoB2	PF09948	Copper chaperone	28.7; 28.7;	Family	188			PF09948.15
PPP1R21_C	PF21636	Protein phosphatase 1 regulatory subunit 21, C-terminal	27.3; 27.3;	Coiled-coil	160			PF21636.2
PPP1R21_helical	PF10212	Protein phosphatase 1 regulatory subunit 21, six-helix bundle	25; 25;	Domain	252			PF10212.14
PPP1R26_N	PF15740	Protein phosphatase 1 regulatory subunit 26 N-terminus	27; 27;	Family	863			PF15740.10
PPP1R32	PF15691	Protein phosphatase 1 regulatory subunit 32	27; 27;	Family	418			PF15691.10
PPP1R35_C	PF15503	Protein phosphatase 1 regulatory subunit 35 C-terminus	27; 27;	Family	140			PF15503.11
PPP2R1A-like_HEAT	PF22646	PPP2R1A-like HEAT repeat	27; 27;	Repeat	78	CL0020		PF22646.2
PPP4R2	PF09184	PPP4R2	27.4; 27.4;	Family	282			PF09184.16
PPP5	PF08321	PPP5 TPR repeat region	23.5; 23.5;	Repeat	93	CL0020		PF08321.18
PpPFK_gamma-like_C	PF22457	ATP-dependent 6-phosphofructokinase subunit gamma, C-terminal	27; 27;	Domain	158			PF22457.1
PPPI_inhib	PF14895	Protein phosphatase 1 inhibitor	25; 25;	Family	346			PF14895.11
PPR	PF01535	PPR repeat	25; 9.3;	Repeat	31	CL0020		PF01535.26
PPR_1	PF12854	PPR repeat	23.8; 23.8;	Repeat	34	CL0020		PF12854.13
PPR_2	PF13041	PPR repeat family 	30; 30;	Repeat	50	CL0020		PF13041.12
PPR_3	PF13812	Pentatricopeptide repeat domain	25; 15.7;	Repeat	63	CL0020		PF13812.12
PPR_long	PF17177	Pentacotripeptide-repeat region of PRORP	27; 27;	Repeat	211	CL0020		PF17177.10
PPS_PS	PF02006	Phosphopantothenate/pantothenate synthetase	26.4; 26.4;	Family	176	CL0063		PF02006.22
PPTA	PF01239	Protein prenyltransferase alpha subunit repeat	29.5; 17;	Repeat	32	CL0020		PF01239.28
Pput2613-deam	PF14427	Pput_2613-like deaminase	25; 25;	Family	118	CL0109		PF14427.12
PPV_E1_C	PF00519	Papillomavirus helicase	26.5; 26.5;	Domain	289	CL0023		PF00519.23
PPV_E1_DBD	PF20450	Papillomavirus E1, DNA-binding domain	25; 25;	Domain	140	CL0169		PF20450.4
PPV_E1_N	PF00524	E1 Protein, N terminal domain	22.5; 22.5;	Family	121			PF00524.23
PPV_E2_C	PF00511	E2 (early) protein, C terminal	25; 25;	Domain	80			PF00511.22
PPV_E2_N	PF00508	E2 (early) protein, N terminal	27; 27;	Domain	200			PF00508.23
Ppx-GppA	PF02541	Ppx/GppA phosphatase family	27; 27;	Family	285	CL0108		PF02541.22
Ppx-GppA_III	PF21447	Ppx/GppA phosphatase, domain III 	27.3; 27.3;	Domain	177	CL0237		PF21447.3
Ppx_C	PF21697	Exopolyphosphatase, C-terminal	27; 27;	Domain	187	CL0237		PF21697.3
PP_kinase	PF02503	Polyphosphate kinase middle domain	31; 31;	Domain	183	CL0764		PF02503.22
PP_kinase_C	PF13090	Polyphosphate kinase C-terminal domain 2	25.8; 25.8;	Domain	172	CL0479		PF13090.12
PP_kinase_C_1	PF17941	Polyphosphate kinase C-terminal domain 1	25.7; 25.7;	Domain	167	CL0479		PF17941.7
PP_kinase_N	PF13089	Polyphosphate kinase N-terminal domain	23.8; 23.8;	Domain	107			PF13089.11
PP_M1	PF03012	Phosphoprotein	24; 24;	Family	296			PF03012.19
pP_pnuc_1	PF18165	Predicted pPIWI-associating nuclease	26.3; 26.3;	Domain	133			PF18165.6
pP_pnuc_2	PF18166	Predicted pPIWI-associating nuclease	25; 25;	Domain	122	CL0731		PF18166.6
PQ-loop	PF04193	PQ loop repeat 	22; 22;	Repeat	61	CL0141		PF04193.19
PqiA	PF04403	Paraquat-inducible protein A	23.8; 23.8;	Family	156			PF04403.18
PQQ	PF01011	Glucose/ethanol/alcohol dehydrogenase, beta-propeller domain	26.7; 26.7;	Repeat	595	CL0186		PF01011.28
PqqA	PF08042	PqqA family	21.1; 21.1;	Family	19			PF08042.16
PqqD	PF05402	Coenzyme PQQ synthesis protein D (PqqD)	23.4; 23.4;	Family	67	CL0123		PF05402.18
PqqF-like_C_4	PF22456	PQQ synthase PqqF-like, C-terminal lobe domain 4	27.5; 27.5;	Domain	100	CL0094		PF22456.1
PqqF_C_3	PF22455	PQQ synthase PqqF, C-terminal lobe domain 3	27.9; 27.9;	Domain	128	CL0094		PF22455.1
PQQ_2	PF13360	Outer membrane protein assembly factor BamB	27.6; 19.7;	Repeat	233	CL0186		PF13360.13
PQQ_syn_pqqF_N_2	PF22454	PQQ synthase PqqF, N-terminal lobe domain 2	27; 27;	Domain	147	CL0094		PF22454.1
PRA-CH	PF01502	Phosphoribosyl-AMP cyclohydrolase	27; 27;	Family	74			PF01502.23
PRA-PH	PF01503	Phosphoribosyl-ATP pyrophosphohydrolase	21.3; 21.3;	Family	86	CL0231		PF01503.22
PRA1	PF03208	PRA1 family protein	30.1; 30.1;	Family	143			PF03208.24
PRAI	PF00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	22.7; 22.7;	Domain	193	CL0036		PF00697.28
PRANC	PF09372	PRANC domain	25.8; 25.8;	Domain	97	CL0271		PF09372.15
PRAP	PF15314	Proline-rich acidic protein 1, pregnancy-specific uterine	27; 27;	Family	45			PF15314.11
PRAS	PF15798	Proline-rich AKT1 substrate 1	27; 27;	Family	130			PF15798.10
PRAS_NT	PF22911	Proline-rich AKT1 substrate 1, N-terminal domain	27; 27;	Domain	68			PF22911.1
PRC	PF05239	PRC-barrel domain	21.2; 21.2;	Domain	78	CL0350		PF05239.21
PRC2_EED_ins	PF22038	Polycomb protein EED insertion domain	27; 27;	Domain	146			PF22038.1
PRC2_HTH_1	PF18118	Polycomb repressive complex 2 tri-helical domain	24.2; 24.2;	Domain	101	CL0123		PF18118.7
PrcB_C	PF14343	PrcB C-terminal	24; 24;	Family	56			PF14343.11
PRCC	PF10253	Mitotic checkpoint regulator, MAD2B-interacting	24.3; 24.3;	Family	189			PF10253.14
PRCH	PF03967	Photosynthetic reaction centre, H-chain N-terminal region	27; 27;	Family	134	CL0350		PF03967.18
PRC_RimM	PF24986	RimM PRC barrel domain	27; 27;	Domain	69	CL0350		PF24986.1
PRD	PF00874	PRD domain	23; 23;	Domain	90	CL0166		PF00874.25
Prd1-P2	PF09214	Bacteriophage Prd1, adsorption protein P2	25; 25;	Family	555			PF09214.16
PRD1_DD	PF11087	PRD1 phage membrane DNA delivery	46; 46;	Family	54			PF11087.14
PRD1_P5_C	PF08949	Bacteriophage PRD1, spike protein P5, C-terminal	25; 25;	Domain	219	CL0100		PF08949.16
PRD1_P5_spike_N	PF08948	Bacteriophage PRD1, P5, spike N-terminal	25; 25;	Domain	126	CL0010		PF08948.16
PRDM2_PR	PF21549	PR domain zinc finger protein 2, PR domain	27; 27;	Domain	123	CL0489		PF21549.2
PRD_Mga	PF08270	M protein trans-acting positive regulator (MGA) PRD domain	23; 23;	Family	220	CL0166		PF08270.16
Pre-PUA	PF17832	Pre-PUA-like domain	23.5; 23.5;	Domain	86	CL0668		PF17832.7
pre-PUA_NIP7	PF17833	NIP7/UPF0113, pre-PUA domain	23.1; 23.1;	Domain	80	CL0668		PF17833.7
Pre-PUA_NSUN2	PF25376	NSUN2 Pre-PUA domain	24; 24;	Domain	99	CL0668		PF25376.1
Pre-SET	PF05033	Pre-SET motif	29.1; 29.1;	Family	101	CL0809		PF05033.22
PreAtp-grasp	PF18604	Pre ATP-grasp domain	27.5; 27.5;	Domain	94			PF18604.6
preATP-grasp_3	PF18301	pre ATP-grasp 3 domain 	26.3; 26.3;	Domain	76			PF18301.6
Prefoldin	PF02996	Prefoldin subunit	23.2; 23.2;	Coiled-coil	120	CL0200		PF02996.22
Prefoldin_2	PF01920	Prefoldin subunit	27.6; 27.6;	Coiled-coil	106	CL0200		PF01920.25
Prefoldin_3	PF13758	Prefoldin subunit	23.4; 23.4;	Coiled-coil	99	CL0200		PF13758.11
PRELI	PF04707	PRELI-like family	27; 27;	Family	157	CL0209		PF04707.20
Prenylcys_lyase	PF07156	Prenylcysteine lyase	27; 27;	Family	363	CL0063		PF07156.20
Prenyltrans	PF00432	Prenyltransferase alpha-alpha toroid domain	26.5; 6;	Repeat	304	CL0059		PF00432.27
Prenyltransf	PF01255	Putative undecaprenyl diphosphate synthase	27; 27;	Family	219			PF01255.24
prePAAR_I	PF25799	Class I prePAAR effector Rhs1 motif	25; 25;	Domain	57			PF25799.1
PreP_C	PF22516	PreP C-terminal domain	27; 27;	Domain	173	CL0094		PF22516.1
PRESAN	PF09687	Plasmodium RESA N-terminal	23.7; 23.7;	Domain	125			PF09687.15
Presenilin	PF01080	Presenilin	34.3; 34.3;	Family	408	CL0130		PF01080.22
Preseq_ALAS	PF09029	5-aminolevulinate synthase presequence	21; 21;	Domain	112			PF09029.15
preSET_CXC	PF18264	CXC domain	23.3; 23.3;	Domain	32	CL0809		PF18264.7
PRE_C2HC	PF07530	Associated with zinc fingers	22.1; 22.1;	Domain	68			PF07530.16
Pre_tape_measure	PF23789	Pre-tape measure protein	27; 27;	Domain	149			PF23789.1
PRF	PF06875	Plethodontid receptivity factor PRF	22; 22;	Domain	214	CL0053		PF06875.16
PrgH	PF09480	Type III secretion system protein PrgH-EprH (PrgH)	25.8; 25.8;	Family	373	CL0357		PF09480.15
PrgI	PF12666	PrgI family protein	27; 27;	Family	91			PF12666.12
PrgU	PF09627	PrgU-like protein	25; 25;	Domain	106	CL0178		PF09627.16
PrgX_C_TPR	PF22459	Pheromone cCF10 receptor, C-terminal TPR region	27; 27;	Repeat	190	CL0020		PF22459.2
PriA-like_WH	PF21213	Primosomal protein N'-like, winged helix	27; 27;	Domain	63	CL0123		PF21213.3
PRiA4_ORF3	PF07929	Plasmid pRiA4b ORF-3-like protein	26.6; 26.6;	Family	173			PF07929.16
PriA_3primeBD	PF17764	3'DNA-binding domain (3'BD)	22.7; 22.7;	Domain	96			PF17764.6
PriA_C	PF18074	Primosomal protein N C-terminal domain	26.9; 26.9;	Domain	95			PF18074.6
Pribosyltran	PF00156	Phosphoribosyl transferase domain	26.3; 26.3;	Domain	158	CL0533		PF00156.33
Pribosyltran_N	PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	25; 25;	Domain	117	CL0533		PF13793.12
Pribosyl_synth	PF14572	Phosphoribosyl synthetase-associated domain	27; 27;	Domain	184	CL0533		PF14572.12
PriC	PF07445	Primosomal replication protein priC	23.3; 23.3;	Family	174			PF07445.17
PriCT_1	PF08708	Primase C terminal 1 (PriCT-1)	21.1; 21.1;	Domain	67			PF08708.16
PriCT_2	PF08707	Primase C terminal 2 (PriCT-2)   	22; 22;	Domain	77			PF08707.16
Prim-Pol	PF09250	Bifunctional DNA primase/polymerase, N-terminal	22.8; 22.8;	Domain	158			PF09250.16
PRIMA1	PF16101	Proline-rich membrane anchor 1	38.6; 38.6;	Family	158			PF16101.10
Prion	PF00377	Prion/Doppel alpha-helical domain	25; 25;	Domain	116			PF00377.23
Prion_bPrPp	PF11587	Major prion protein bPrPp - N terminal	24; 24;	Family	28			PF11587.13
Prion_octapep	PF03991	Copper binding octapeptide repeat region	32; 32;	Disordered	46			PF03991.18
PRISE	PF22917	PRISE-like Rossmann-fold domain	27; 27;	Domain	394	CL0063		PF22917.2
Prismane	PF03063	Prismane/CO dehydrogenase family	27; 27;	Family	513		Fer4	PF03063.25
PriS_C	PF20873	Primase chain A, C-terminal domain	27; 27;	Domain	50			PF20873.2
PriX	PF18689	Primase X	25; 25;	Domain	95			PF18689.6
PRK	PF00485	Phosphoribulokinase / Uridine kinase family	22; 22;	Domain	196	CL0023		PF00485.24
PrkA	PF06798	PrkA serine protein kinase C-terminal domain	25; 25;	Family	255			PF06798.17
PrkC-like_PASTA-like	PF21160	Serine/threonine protein kinase-like, C-terminal PASTA-like domain	27; 27;	Domain	74	CL0159		PF21160.3
PRKCH_uORF2	PF21952	PRKCH upstream open reading frame 2	27; 27;	Family	26			PF21952.1
PRKCSH	PF07915	Glucosidase II beta subunit-like protein	27; 27;	Family	74	CL0226		PF07915.19
PRKCSH-like	PF12999	Glucosidase II beta subunit-like	34.9; 34.9;	Family	176			PF12999.12
PRKCSH_1	PF13015	Glucosidase II beta subunit-like protein	23; 23;	Family	154	CL0226		PF13015.12
PRKG1_interact	PF15898	cGMP-dependent protein kinase interacting domain	32.4; 32.4;	Coiled-coil	101			PF15898.10
PrlF_antitoxin	PF15937	prlF antitoxin for toxin YhaV_toxin	32; 32;	Family	99	CL0132		PF15937.10
PrmA	PF06325	Ribosomal protein L11 methyltransferase (PrmA)	22; 22;	Family	296	CL0063		PF06325.19
PrmC_N	PF17827	PrmC N-terminal domain	23.4; 23.4;	Domain	71			PF17827.6
PRMT5	PF05185	PRMT5 arginine-N-methyltransferase	22.9; 22.9;	Domain	171	CL0063		PF05185.22
PRMT5_C	PF17286	PRMT5 oligomerisation domain	30.3; 30.3;	Domain	167	CL0799		PF17286.7
PRMT5_TIM	PF17285	PRMT5 TIM barrel domain	30.2; 30.2;	Domain	252	CL0036		PF17285.8
PRMT_C	PF22528	Arginine methyltransferase oligomerization subdomain	27; 27;	Domain	164	CL0799		PF22528.1
pRN1_helical	PF13010	Primase helical domain	27; 27;	Domain	138			PF13010.11
PrnB	PF08933	Monodechloroaminopyrrolnitrin synthase PrnB	27; 27;	Family	387	CL0380		PF08933.16
PRNT	PF15174	Prion-related protein testis-specific	27; 27;	Family	51			PF15174.11
Pro-kuma_activ	PF09286	Pro-kumamolisin, activation domain 	23.5; 23.5;	Domain	143	CL0570		PF09286.16
Pro-MCH	PF05824	Pro-melanin-concentrating hormone (Pro-MCH)	24; 24;	Family	85			PF05824.17
Pro-NT_NN	PF07421	Neurotensin/neuromedin N precursor	25.3; 25.3;	Family	162			PF07421.16
Pro-rich	PF15240	Proline-rich protein	30; 30;	Disordered	175			PF15240.11
Pro-rich_19	PF15455	Proline-rich 19	27; 27;	Family	363			PF15455.11
PRO8NT	PF08082	PRO8NT (NUC069), PrP8 N-terminal domain	25; 25;	Domain	152			PF08082.16
PROCN	PF08083	PROCN (NUC071) domain	27; 27;	Domain	407			PF08083.16
PROCT	PF08084	PROCT (NUC072) domain	23.6; 23.6;	Domain	123			PF08084.16
PRODH	PF18327	Proline utilization A proline dehydrogenase N-terminal domain 	26; 10;	Domain	48			PF18327.6
Profilin	PF00235	Profilin	25; 25;	Domain	127	CL0431		PF00235.25
Prog_receptor	PF02161	Progesterone receptor	24.1; 24.1;	Family	564			PF02161.20
Proho_convert	PF12177	Prohormone convertase enzyme	25; 25;	Domain	39			PF12177.13
Prok-E2_A	PF14457	Prokaryotic E2 family A	25; 25;	Family	163	CL0208		PF14457.11
Prok-E2_B	PF14461	Prokaryotic E2 family B	25.4; 25.4;	Family	135	CL0208		PF14461.11
Prok-E2_C	PF14459	Prokaryotic E2 family C	25; 25;	Family	129	CL0208		PF14459.11
Prok-E2_D	PF14460	Prokaryotic E2 family D	25; 25;	Family	171	CL0208		PF14460.11
Prok-E2_E	PF14462	Prokaryotic E2 family E	25; 25;	Family	123	CL0208		PF14462.11
Prok-JAB	PF14464	Prokaryotic homologs of the JAB domain	25; 25;	Family	114	CL0366		PF14464.11
Prok-RING_1	PF14446	Prokaryotic RING finger family 1	29.1; 29.1;	Family	54	CL0229		PF14446.12
Prok-RING_2	PF14445	Prokaryotic RING finger family 2	22.4; 22.4;	Family	56	CL0229		PF14445.12
Prok-RING_4	PF14447	Prokaryotic RING finger family 4	27; 27;	Family	46	CL0229		PF14447.12
Prok-TraM	PF09228	Prokaryotic Transcriptional repressor TraM	22.2; 22.2;	Domain	102			PF09228.15
Prokineticin	PF06607	Prokineticin	21.6; 21.6;	Family	97	CL0621		PF06607.17
prok_STING	PF20300	Prokaryotic STING domain	27.1; 27.1;	Family	137	CL0709		PF20300.4
Prok_Ub	PF14454	Prokaryotic Ubiquitin	25; 25;	Family	64	CL0072		PF14454.12
PROL5-SMR	PF15621	Proline-rich submaxillary gland androgen-regulated family	25.3; 25.3;	Family	115			PF15621.11
Prolactin_RP	PF15172	Prolactin-releasing peptide	27; 27;	Family	45			PF15172.11
Prolamin_like	PF05617	Prolamin-like	22; 22;	Domain	67	CL0482		PF05617.16
Promethin	PF16015	Promethin	27; 27;	Family	106			PF16015.10
Prominin	PF05478	Prominin	34.3; 34.3;	Family	799			PF05478.16
PRONE	PF03759	PRONE (Plant-specific Rop nucleotide exchanger)	27; 27;	Family	361			PF03759.18
Propeptide_C1	PF08127	Peptidase family C1 propeptide	32.7; 32.7;	Motif	40			PF08127.18
Propeptide_C25	PF08126	Propeptide_C25	22; 22;	Family	205			PF08126.16
Propep_M14	PF02244	Carboxypeptidase activation peptide	22.1; 22.1;	Domain	73	CL0570		PF02244.21
Prophage_tail	PF06605	Prophage endopeptidase tail	31.3; 31.3;	Family	250	CL0504	NLPC_P60	PF06605.17
Prophage_tailD1	PF18994	Prophage endopeptidase tail N-terminal domain	23.6; 23.6;	Domain	84	CL0504		PF18994.6
PROPPIN	PF21032	PROPPIN	30; 30;	Repeat	345	CL0186		PF21032.3
ProQ	PF04352	ProQ/FINO family	27; 27;	Domain	109			PF04352.18
ProQ_C	PF17516	ProQ C-terminal domain	23.3; 23.3;	Domain	51	CL0010		PF17516.8
PRORP	PF16953	Protein-only RNase P	39.1; 39.1;	Domain	242	CL0280		PF16953.11
ProRS-C_1	PF09180	Prolyl-tRNA synthetase, C-terminal	31.5; 31.5;	Domain	71			PF09180.16
ProRS-C_2	PF09181	Prolyl-tRNA synthetase, C-terminal	25; 25;	Domain	66			PF09181.15
ProSAAS	PF07259	ProSAAS precursor	23; 23;	Family	269			PF07259.17
Prosystemin	PF07376	Prosystemin	25; 25;	Family	204			PF07376.16
Protamine_3	PF08188	Spermatozal protamine family	25; 25;	Family	48			PF08188.16
Protamine_like	PF06382	Protamine and protamine like	21.3; 21.3;	Family	183	CL0114		PF06382.17
Protamine_P1	PF00260	Protamine P1	21; 21;	Family	48			PF00260.25
Protamine_P2	PF00841	Sperm histone P2	25; 25;	Family	89			PF00841.24
Proteasome	PF00227	Proteasome subunit	22.4; 22.4;	Domain	189	CL0052		PF00227.31
Proteasome_A_N	PF10584	Proteasome subunit A N-terminal signature	27.7; 27.7;	Family	23	CL0052		PF10584.14
Proteasom_PSMB	PF10508	Proteasome non-ATPase 26S subunit	23; 23;	Repeat	499	CL0020		PF10508.15
Protein_K	PF12283	Bacteriophage protein K	25; 25;	Family	56			PF12283.13
protein_MS5	PF04776	Protein MS5	25; 25;	Family	119			PF04776.17
Prothymosin	PF03247	Prothymosin/parathymosin family	23.9; 23.9;	Family	109			PF03247.19
Protocadherin	PF08374	Protocadherin	26.3; 26.3;	Family	217			PF08374.16
Protoglobin	PF11563	Protoglobin	25; 25;	Domain	158	CL0090		PF11563.14
Proton_antipo_C	PF01010	NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus	26.8; 26.8;	Domain	243			PF01010.25
Proton_antipo_M	PF00361	NADH:quinone oxidoreductase/Mrp antiporter, TM	21.5; 21.5;	Domain	294	CL0425		PF00361.26
Proton_antipo_N	PF00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	24.5; 24.5;	Domain	51			PF00662.26
Prot_ATP_ID_OB_C	PF16450	Proteasomal ATPase OB C-terminal domain	23; 23;	Domain	56	CL0021		PF16450.11
Prot_ATP_ID_OB_N	PF17758	Proteasomal ATPase OB N-terminal domain	23.4; 23.4;	Domain	62	CL0021		PF17758.7
